image_name,x1,y1,x2,y2,x3,y3,x4,y4
Abyssinian_139.jpg,105.0,59.0,226.0,59.0,226.0,167.0,105.0,167.0
Abyssinian_14.jpg,163.0,70.0,251.0,70.0,251.0,162.0,163.0,162.0
Abyssinian_140.jpg,230.0,86.0,322.0,86.0,322.0,153.0,230.0,153.0
Abyssinian_141.jpg,34.0,105.0,325.0,105.0,325.0,342.0,34.0,342.0
Abyssinian_142.jpg,167.0,64.0,344.0,64.0,344.0,238.0,167.0,238.0
Abyssinian_143.jpg,159.0,19.0,410.0,19.0,410.0,259.0,159.0,259.0
Abyssinian_144.jpg,90.0,14.0,237.0,14.0,237.0,163.0,90.0,163.0
Abyssinian_145.jpg,229.0,111.0,402.0,111.0,402.0,270.0,229.0,270.0
Abyssinian_146.jpg,38.0,55.0,241.0,55.0,241.0,265.0,38.0,265.0
Abyssinian_148.jpg,302.0,77.0,459.0,77.0,459.0,218.0,302.0,218.0
Abyssinian_149.jpg,154.0,38.0,346.0,38.0,346.0,250.0,154.0,250.0
Abyssinian_15.jpg,15.0,15.0,430.0,15.0,430.0,356.0,15.0,356.0
Abyssinian_150.jpg,159.0,16.0,490.0,16.0,490.0,306.0,159.0,306.0
Abyssinian_151.jpg,162.0,60.0,211.0,60.0,211.0,108.0,162.0,108.0
Abyssinian_152.jpg,153.0,37.0,335.0,37.0,335.0,237.0,153.0,237.0
Abyssinian_153.jpg,345.0,76.0,408.0,76.0,408.0,161.0,345.0,161.0
Abyssinian_154.jpg,138.0,41.0,359.0,41.0,359.0,236.0,138.0,236.0
Abyssinian_155.jpg,57.0,43.0,212.0,43.0,212.0,214.0,57.0,214.0
Abyssinian_156.jpg,282.0,25.0,409.0,25.0,409.0,166.0,282.0,166.0
Abyssinian_157.jpg,86.0,0.0,294.0,0.0,294.0,203.0,86.0,203.0
Abyssinian_158.jpg,153.0,0.0,346.0,0.0,346.0,230.0,153.0,230.0
Abyssinian_159.jpg,25.0,11.0,94.0,11.0,94.0,67.0,25.0,67.0
Abyssinian_16.jpg,374.0,52.0,457.0,52.0,457.0,133.0,374.0,133.0
Abyssinian_160.jpg,273.0,99.0,379.0,99.0,379.0,206.0,273.0,206.0
Abyssinian_161.jpg,223.0,0.0,469.0,0.0,469.0,199.0,223.0,199.0
Abyssinian_164.jpg,188.0,165.0,259.0,165.0,259.0,234.0,188.0,234.0
Abyssinian_165.jpg,23.0,52.0,176.0,52.0,176.0,197.0,23.0,197.0
Abyssinian_166.jpg,27.0,7.0,100.0,7.0,100.0,88.0,27.0,88.0
Abyssinian_167.jpg,98.0,33.0,237.0,33.0,237.0,182.0,98.0,182.0
Abyssinian_168.jpg,36.0,37.0,182.0,37.0,182.0,181.0,36.0,181.0
Abyssinian_169.jpg,41.0,9.0,254.0,9.0,254.0,204.0,41.0,204.0
Abyssinian_17.jpg,37.0,91.0,135.0,91.0,135.0,191.0,37.0,191.0
Abyssinian_170.jpg,898.0,207.0,1112.0,207.0,1112.0,456.0,898.0,456.0
Abyssinian_172.jpg,500.0,23.0,711.0,23.0,711.0,245.0,500.0,245.0
Abyssinian_173.jpg,240.0,30.0,309.0,30.0,309.0,101.0,240.0,101.0
Abyssinian_174.jpg,64.0,14.0,227.0,14.0,227.0,163.0,64.0,163.0
Abyssinian_175.jpg,62.0,15.0,172.0,15.0,172.0,125.0,62.0,125.0
Abyssinian_176.jpg,64.0,15.0,242.0,15.0,242.0,174.0,64.0,174.0
Abyssinian_177.jpg,47.0,62.0,104.0,62.0,104.0,116.0,47.0,116.0
Abyssinian_178.jpg,77.0,11.0,304.0,11.0,304.0,260.0,77.0,260.0
Abyssinian_179.jpg,72.0,17.0,183.0,17.0,183.0,129.0,72.0,129.0
Abyssinian_18.jpg,134.0,86.0,313.0,86.0,313.0,284.0,134.0,284.0
Abyssinian_180.jpg,19.0,11.0,126.0,11.0,126.0,109.0,19.0,109.0
Abyssinian_181.jpg,27.0,63.0,71.0,63.0,71.0,117.0,27.0,117.0
Abyssinian_182.jpg,224.0,0.0,405.0,0.0,405.0,221.0,224.0,221.0
Abyssinian_183.jpg,140.0,58.0,288.0,58.0,288.0,203.0,140.0,203.0
Abyssinian_184.jpg,254.0,160.0,360.0,160.0,360.0,273.0,254.0,273.0
Abyssinian_185.jpg,20.0,0.0,190.0,0.0,190.0,177.0,20.0,177.0
Abyssinian_19.jpg,41.0,13.0,133.0,13.0,133.0,85.0,41.0,85.0
Abyssinian_190.jpg,44.0,40.0,135.0,40.0,135.0,137.0,44.0,137.0
Abyssinian_191.jpg,150.0,63.0,267.0,63.0,267.0,183.0,150.0,183.0
Abyssinian_192.jpg,132.0,4.0,238.0,4.0,238.0,109.0,132.0,109.0
Abyssinian_193.jpg,123.0,4.0,267.0,4.0,267.0,151.0,123.0,151.0
Abyssinian_195.jpg,7.0,5.0,116.0,5.0,116.0,120.0,7.0,120.0
Abyssinian_196.jpg,54.0,98.0,91.0,98.0,91.0,137.0,54.0,137.0
Abyssinian_197.jpg,0.0,0.0,174.0,0.0,174.0,181.0,0.0,181.0
Bengal_10.jpg,314.0,59.0,445.0,59.0,445.0,218.0,314.0,218.0
Bengal_100.jpg,179.0,18.0,333.0,18.0,333.0,180.0,179.0,180.0
Bengal_101.jpg,357.0,100.0,497.0,100.0,497.0,240.0,357.0,240.0
Bengal_102.jpg,66.0,17.0,184.0,17.0,184.0,165.0,66.0,165.0
Bengal_103.jpg,176.0,8.0,360.0,8.0,360.0,239.0,176.0,239.0
Bengal_104.jpg,94.0,19.0,278.0,19.0,278.0,243.0,94.0,243.0
Bengal_105.jpg,48.0,124.0,110.0,124.0,110.0,167.0,48.0,167.0
Bengal_106.jpg,241.0,60.0,334.0,60.0,334.0,178.0,241.0,178.0
Bengal_107.jpg,253.0,38.0,349.0,38.0,349.0,139.0,253.0,139.0
Bengal_108.jpg,107.0,28.0,261.0,28.0,261.0,214.0,107.0,214.0
Bengal_109.jpg,230.0,11.0,400.0,11.0,400.0,186.0,230.0,186.0
Bengal_11.jpg,68.0,73.0,187.0,73.0,187.0,185.0,68.0,185.0
Bengal_110.jpg,177.0,20.0,343.0,20.0,343.0,232.0,177.0,232.0
Bengal_112.jpg,71.0,19.0,200.0,19.0,200.0,161.0,71.0,161.0
Bengal_113.jpg,237.0,20.0,347.0,20.0,347.0,136.0,237.0,136.0
Bengal_114.jpg,20.0,31.0,200.0,31.0,200.0,221.0,20.0,221.0
Bengal_115.jpg,145.0,15.0,283.0,15.0,283.0,152.0,145.0,152.0
Bengal_116.jpg,15.0,25.0,131.0,25.0,131.0,149.0,15.0,149.0
Bengal_117.jpg,194.0,33.0,284.0,33.0,284.0,128.0,194.0,128.0
Bengal_118.jpg,94.0,111.0,166.0,111.0,166.0,155.0,94.0,155.0
Bengal_119.jpg,126.0,37.0,297.0,37.0,297.0,228.0,126.0,228.0
Bengal_12.jpg,27.0,33.0,209.0,33.0,209.0,238.0,27.0,238.0
Bengal_120.jpg,140.0,123.0,240.0,123.0,240.0,216.0,140.0,216.0
Bengal_121.jpg,250.0,52.0,449.0,52.0,449.0,195.0,250.0,195.0
Bengal_122.jpg,33.0,45.0,188.0,45.0,188.0,218.0,33.0,218.0
Bengal_123.jpg,219.0,138.0,285.0,138.0,285.0,225.0,219.0,225.0
Bengal_124.jpg,51.0,46.0,146.0,46.0,146.0,152.0,51.0,152.0
Bengal_125.jpg,255.0,26.0,356.0,26.0,356.0,143.0,255.0,143.0
Bengal_126.jpg,76.0,93.0,189.0,93.0,189.0,186.0,76.0,186.0
Bengal_127.jpg,114.0,13.0,203.0,13.0,203.0,121.0,114.0,121.0
Bengal_128.jpg,332.0,99.0,498.0,99.0,498.0,276.0,332.0,276.0
Bengal_129.jpg,0.0,66.0,280.0,66.0,280.0,280.0,0.0,280.0
Bengal_13.jpg,86.0,108.0,129.0,108.0,129.0,163.0,86.0,163.0
Bengal_130.jpg,349.0,36.0,472.0,36.0,472.0,163.0,349.0,163.0
Bengal_131.jpg,95.0,21.0,134.0,21.0,134.0,65.0,95.0,65.0
Bengal_132.jpg,19.0,7.0,89.0,7.0,89.0,86.0,19.0,86.0
Bengal_133.jpg,45.0,58.0,106.0,58.0,106.0,110.0,45.0,110.0
Bengal_134.jpg,103.0,18.0,239.0,18.0,239.0,164.0,103.0,164.0
Bengal_135.jpg,17.0,16.0,70.0,16.0,70.0,79.0,17.0,79.0
Bengal_136.jpg,153.0,47.0,205.0,47.0,205.0,96.0,153.0,96.0
Bengal_137.jpg,144.0,23.0,246.0,23.0,246.0,131.0,144.0,131.0
Bengal_138.jpg,46.0,0.0,221.0,0.0,221.0,190.0,46.0,190.0
Bengal_139.jpg,34.0,0.0,202.0,0.0,202.0,163.0,34.0,163.0
Bengal_14.jpg,120.0,27.0,348.0,27.0,348.0,280.0,120.0,280.0
Bengal_140.jpg,30.0,9.0,86.0,9.0,86.0,64.0,30.0,64.0
Bengal_141.jpg,14.0,144.0,73.0,144.0,73.0,205.0,14.0,205.0
Bengal_142.jpg,167.0,25.0,271.0,25.0,271.0,123.0,167.0,123.0
Bengal_143.jpg,69.0,0.0,227.0,0.0,227.0,142.0,69.0,142.0
Bengal_144.jpg,81.0,31.0,138.0,31.0,138.0,90.0,81.0,90.0
Bengal_145.jpg,128.0,51.0,190.0,51.0,190.0,118.0,128.0,118.0
Bengal_146.jpg,19.0,29.0,160.0,29.0,160.0,171.0,19.0,171.0
Bengal_147.jpg,14.0,21.0,186.0,21.0,186.0,210.0,14.0,210.0
Bengal_148.jpg,69.0,0.0,242.0,0.0,242.0,171.0,69.0,171.0
Bengal_149.jpg,50.0,0.0,238.0,0.0,238.0,140.0,50.0,140.0
Bengal_15.jpg,124.0,92.0,323.0,92.0,323.0,253.0,124.0,253.0
Bengal_150.jpg,0.0,72.0,109.0,72.0,109.0,177.0,0.0,177.0
Bengal_151.jpg,52.0,19.0,148.0,19.0,148.0,124.0,52.0,124.0
Bengal_152.jpg,83.0,7.0,270.0,7.0,270.0,208.0,83.0,208.0
Bengal_153.jpg,144.0,51.0,190.0,51.0,190.0,109.0,144.0,109.0
Bengal_154.jpg,31.0,53.0,150.0,53.0,150.0,184.0,31.0,184.0
Bengal_155.jpg,25.0,67.0,204.0,67.0,204.0,258.0,25.0,258.0
Bengal_156.jpg,38.0,14.0,149.0,14.0,149.0,135.0,38.0,135.0
Bengal_157.jpg,27.0,27.0,236.0,27.0,236.0,230.0,27.0,230.0
Bengal_158.jpg,108.0,6.0,150.0,6.0,150.0,56.0,108.0,56.0
Bengal_159.jpg,141.0,0.0,189.0,0.0,189.0,47.0,141.0,47.0
Bengal_16.jpg,111.0,13.0,392.0,13.0,392.0,297.0,111.0,297.0
Bengal_160.jpg,67.0,0.0,227.0,0.0,227.0,189.0,67.0,189.0
Bengal_161.jpg,182.0,70.0,238.0,70.0,238.0,123.0,182.0,123.0
Bengal_162.jpg,194.0,48.0,247.0,48.0,247.0,106.0,194.0,106.0
Bengal_163.jpg,153.0,49.0,215.0,49.0,215.0,111.0,153.0,111.0
Bengal_164.jpg,88.0,0.0,290.0,0.0,290.0,150.0,88.0,150.0
Bengal_165.jpg,50.0,23.0,112.0,23.0,112.0,107.0,50.0,107.0
Bengal_166.jpg,64.0,34.0,162.0,34.0,162.0,142.0,64.0,142.0
Bengal_167.jpg,73.0,17.0,236.0,17.0,236.0,199.0,73.0,199.0
Bengal_168.jpg,54.0,48.0,163.0,48.0,163.0,170.0,54.0,170.0
Bengal_169.jpg,11.0,15.0,77.0,15.0,77.0,87.0,11.0,87.0
Bengal_17.jpg,330.0,90.0,407.0,90.0,407.0,171.0,330.0,171.0
Bengal_170.jpg,113.0,41.0,174.0,41.0,174.0,106.0,113.0,106.0
Bengal_171.jpg,92.0,27.0,231.0,27.0,231.0,177.0,92.0,177.0
Bengal_172.jpg,59.0,89.0,121.0,89.0,121.0,158.0,59.0,158.0
Bengal_173.jpg,16.0,10.0,69.0,10.0,69.0,66.0,16.0,66.0
Bengal_174.jpg,90.0,4.0,178.0,4.0,178.0,95.0,90.0,95.0
Bengal_176.jpg,70.0,0.0,181.0,0.0,181.0,108.0,70.0,108.0
Bengal_177.jpg,66.0,109.0,112.0,109.0,112.0,156.0,66.0,156.0
Bengal_178.jpg,63.0,16.0,156.0,16.0,156.0,110.0,63.0,110.0
Bengal_179.jpg,127.0,21.0,237.0,21.0,237.0,125.0,127.0,125.0
Bengal_18.jpg,212.0,41.0,314.0,41.0,314.0,167.0,212.0,167.0
Bengal_180.jpg,222.0,76.0,284.0,76.0,284.0,144.0,222.0,144.0
Bengal_182.jpg,143.0,0.0,463.0,0.0,463.0,337.0,143.0,337.0
Bengal_183.jpg,36.0,60.0,124.0,60.0,124.0,152.0,36.0,152.0
Bengal_184.jpg,237.0,83.0,301.0,83.0,301.0,150.0,237.0,150.0
Bengal_185.jpg,48.0,65.0,241.0,65.0,241.0,232.0,48.0,232.0
Bengal_186.jpg,45.0,21.0,300.0,21.0,300.0,290.0,45.0,290.0
Bengal_187.jpg,215.0,8.0,314.0,8.0,314.0,117.0,215.0,117.0
Bengal_188.jpg,46.0,0.0,228.0,0.0,228.0,157.0,46.0,157.0
Bengal_189.jpg,211.0,85.0,288.0,85.0,288.0,175.0,211.0,175.0
Bengal_190.jpg,203.0,144.0,285.0,144.0,285.0,230.0,203.0,230.0
Bengal_191.jpg,187.0,23.0,295.0,23.0,295.0,139.0,187.0,139.0
Birman_10.jpg,44.0,102.0,193.0,102.0,193.0,224.0,44.0,224.0
Birman_100.jpg,87.0,0.0,304.0,0.0,304.0,210.0,87.0,210.0
Birman_101.jpg,168.0,73.0,332.0,73.0,332.0,211.0,168.0,211.0
Birman_102.jpg,114.0,80.0,251.0,80.0,251.0,218.0,114.0,218.0
Birman_103.jpg,134.0,32.0,330.0,32.0,330.0,216.0,134.0,216.0
Birman_104.jpg,137.0,72.0,224.0,72.0,224.0,175.0,137.0,175.0
Birman_105.jpg,221.0,40.0,345.0,40.0,345.0,170.0,221.0,170.0
Birman_106.jpg,225.0,5.0,334.0,5.0,334.0,117.0,225.0,117.0
Birman_107.jpg,144.0,34.0,375.0,34.0,375.0,251.0,144.0,251.0
Birman_108.jpg,189.0,22.0,421.0,22.0,421.0,247.0,189.0,247.0
Birman_109.jpg,22.0,84.0,352.0,84.0,352.0,413.0,22.0,413.0
Birman_11.jpg,192.0,40.0,316.0,40.0,316.0,145.0,192.0,145.0
Birman_110.jpg,218.0,25.0,425.0,25.0,425.0,224.0,218.0,224.0
Birman_111.jpg,128.0,26.0,358.0,26.0,358.0,247.0,128.0,247.0
Birman_112.jpg,136.0,18.0,478.0,18.0,478.0,330.0,136.0,330.0
Birman_113.jpg,107.0,40.0,288.0,40.0,288.0,193.0,107.0,193.0
Birman_114.jpg,67.0,1.0,422.0,1.0,422.0,341.0,67.0,341.0
Birman_115.jpg,63.0,67.0,213.0,67.0,213.0,223.0,63.0,223.0
Birman_116.jpg,144.0,126.0,295.0,126.0,295.0,288.0,144.0,288.0
Birman_117.jpg,128.0,6.0,409.0,6.0,409.0,272.0,128.0,272.0
Birman_118.jpg,48.0,34.0,316.0,34.0,316.0,319.0,48.0,319.0
Birman_119.jpg,151.0,79.0,337.0,79.0,337.0,245.0,151.0,245.0
Birman_12.jpg,124.0,70.0,353.0,70.0,353.0,279.0,124.0,279.0
Birman_120.jpg,79.0,46.0,367.0,46.0,367.0,289.0,79.0,289.0
Birman_121.jpg,157.0,12.0,412.0,12.0,412.0,240.0,157.0,240.0
Birman_122.jpg,143.0,26.0,351.0,26.0,351.0,231.0,143.0,231.0
Birman_123.jpg,190.0,52.0,404.0,52.0,404.0,225.0,190.0,225.0
Birman_124.jpg,250.0,0.0,458.0,0.0,458.0,209.0,250.0,209.0
Birman_125.jpg,0.0,0.0,252.0,0.0,252.0,282.0,0.0,282.0
Birman_126.jpg,77.0,134.0,179.0,134.0,179.0,238.0,77.0,238.0
Birman_127.jpg,228.0,16.0,470.0,16.0,470.0,258.0,228.0,258.0
Birman_128.jpg,223.0,102.0,365.0,102.0,365.0,233.0,223.0,233.0
Birman_129.jpg,184.0,83.0,314.0,83.0,314.0,235.0,184.0,235.0
Birman_13.jpg,230.0,0.0,410.0,0.0,410.0,161.0,230.0,161.0
Birman_130.jpg,74.0,22.0,227.0,22.0,227.0,170.0,74.0,170.0
Birman_131.jpg,156.0,45.0,310.0,45.0,310.0,205.0,156.0,205.0
Birman_132.jpg,224.0,7.0,401.0,7.0,401.0,216.0,224.0,216.0
Birman_133.jpg,155.0,157.0,225.0,157.0,225.0,227.0,155.0,227.0
Birman_134.jpg,102.0,237.0,266.0,237.0,266.0,424.0,102.0,424.0
Birman_135.jpg,63.0,60.0,256.0,60.0,256.0,238.0,63.0,238.0
Birman_136.jpg,302.0,39.0,397.0,39.0,397.0,125.0,302.0,125.0
Birman_137.jpg,219.0,184.0,272.0,184.0,272.0,238.0,219.0,238.0
Birman_138.jpg,37.0,0.0,283.0,0.0,283.0,231.0,37.0,231.0
Birman_139.jpg,83.0,0.0,241.0,0.0,241.0,181.0,83.0,181.0
Birman_14.jpg,81.0,133.0,235.0,133.0,235.0,298.0,81.0,298.0
Birman_140.jpg,45.0,66.0,231.0,66.0,231.0,225.0,45.0,225.0
Birman_141.jpg,307.0,91.0,405.0,91.0,405.0,201.0,307.0,201.0
Birman_142.jpg,232.0,61.0,434.0,61.0,434.0,248.0,232.0,248.0
Birman_143.jpg,171.0,79.0,380.0,79.0,380.0,266.0,171.0,266.0
Birman_144.jpg,251.0,26.0,385.0,26.0,385.0,144.0,251.0,144.0
Birman_145.jpg,224.0,146.0,313.0,146.0,313.0,241.0,224.0,241.0
Birman_146.jpg,189.0,13.0,259.0,13.0,259.0,90.0,189.0,90.0
Birman_147.jpg,275.0,88.0,364.0,88.0,364.0,189.0,275.0,189.0
Birman_148.jpg,96.0,27.0,228.0,27.0,228.0,194.0,96.0,194.0
Birman_149.jpg,53.0,96.0,285.0,96.0,285.0,328.0,53.0,328.0
Birman_15.jpg,27.0,154.0,229.0,154.0,229.0,351.0,27.0,351.0
Birman_150.jpg,150.0,21.0,364.0,21.0,364.0,235.0,150.0,235.0
Birman_151.jpg,194.0,102.0,306.0,102.0,306.0,220.0,194.0,220.0
Birman_152.jpg,112.0,38.0,370.0,38.0,370.0,266.0,112.0,266.0
Birman_153.jpg,58.0,41.0,380.0,41.0,380.0,342.0,58.0,342.0
Birman_154.jpg,134.0,65.0,267.0,65.0,267.0,192.0,134.0,192.0
Birman_155.jpg,223.0,92.0,402.0,92.0,402.0,279.0,223.0,279.0
Birman_156.jpg,257.0,32.0,391.0,32.0,391.0,165.0,257.0,165.0
Birman_157.jpg,41.0,14.0,472.0,14.0,472.0,459.0,41.0,459.0
Birman_158.jpg,141.0,234.0,210.0,234.0,210.0,300.0,141.0,300.0
Birman_159.jpg,180.0,12.0,406.0,12.0,406.0,225.0,180.0,225.0
Birman_16.jpg,64.0,15.0,293.0,15.0,293.0,220.0,64.0,220.0
Birman_160.jpg,132.0,2.0,367.0,2.0,367.0,249.0,132.0,249.0
Birman_161.jpg,138.0,78.0,238.0,78.0,238.0,187.0,138.0,187.0
Birman_162.jpg,44.0,48.0,255.0,48.0,255.0,226.0,44.0,226.0
Birman_163.jpg,119.0,44.0,311.0,44.0,311.0,263.0,119.0,263.0
Birman_164.jpg,44.0,9.0,314.0,9.0,314.0,308.0,44.0,308.0
Birman_165.jpg,115.0,0.0,430.0,0.0,430.0,275.0,115.0,275.0
Birman_166.jpg,182.0,42.0,304.0,42.0,304.0,163.0,182.0,163.0
Birman_167.jpg,191.0,62.0,313.0,62.0,313.0,175.0,191.0,175.0
Birman_168.jpg,41.0,55.0,209.0,55.0,209.0,192.0,41.0,192.0
Birman_169.jpg,52.0,67.0,240.0,67.0,240.0,240.0,52.0,240.0
Birman_17.jpg,117.0,9.0,291.0,9.0,291.0,216.0,117.0,216.0
Birman_170.jpg,110.0,7.0,360.0,7.0,360.0,249.0,110.0,249.0
Birman_171.jpg,106.0,29.0,278.0,29.0,278.0,202.0,106.0,202.0
Birman_172.jpg,236.0,1.0,391.0,1.0,391.0,149.0,236.0,149.0
Birman_173.jpg,206.0,5.0,313.0,5.0,313.0,111.0,206.0,111.0
Birman_174.jpg,243.0,94.0,350.0,94.0,350.0,189.0,243.0,189.0
Birman_175.jpg,111.0,32.0,391.0,32.0,391.0,274.0,111.0,274.0
Birman_176.jpg,191.0,61.0,335.0,61.0,335.0,194.0,191.0,194.0
Birman_177.jpg,161.0,71.0,251.0,71.0,251.0,155.0,161.0,155.0
Birman_178.jpg,34.0,132.0,109.0,132.0,109.0,207.0,34.0,207.0
Birman_179.jpg,202.0,116.0,283.0,116.0,283.0,197.0,202.0,197.0
Birman_18.jpg,232.0,0.0,434.0,0.0,434.0,194.0,232.0,194.0
Birman_180.jpg,201.0,149.0,251.0,149.0,251.0,200.0,201.0,200.0
Birman_181.jpg,152.0,13.0,415.0,13.0,415.0,256.0,152.0,256.0
Birman_182.jpg,128.0,23.0,351.0,23.0,351.0,262.0,128.0,262.0
Birman_183.jpg,103.0,0.0,349.0,0.0,349.0,256.0,103.0,256.0
Birman_184.jpg,113.0,30.0,438.0,30.0,438.0,336.0,113.0,336.0
Birman_185.jpg,224.0,49.0,427.0,49.0,427.0,243.0,224.0,243.0
Birman_186.jpg,266.0,50.0,363.0,50.0,363.0,148.0,266.0,148.0
Birman_187.jpg,150.0,67.0,314.0,67.0,314.0,211.0,150.0,211.0
Birman_188.jpg,68.0,73.0,219.0,73.0,219.0,208.0,68.0,208.0
Birman_189.jpg,168.0,55.0,347.0,55.0,347.0,212.0,168.0,212.0
Birman_190.jpg,112.0,82.0,243.0,82.0,243.0,213.0,112.0,213.0
Bombay_1.jpg,92.0,42.0,150.0,42.0,150.0,98.0,92.0,98.0
Bombay_10.jpg,149.0,0.0,347.0,0.0,347.0,221.0,149.0,221.0
Bombay_100.jpg,28.0,5.0,244.0,5.0,244.0,208.0,28.0,208.0
Bombay_101.jpg,178.0,7.0,316.0,7.0,316.0,149.0,178.0,149.0
Bombay_102.jpg,189.0,26.0,244.0,26.0,244.0,90.0,189.0,90.0
Bombay_103.jpg,59.0,1.0,108.0,1.0,108.0,53.0,59.0,53.0
Bombay_104.jpg,10.0,16.0,93.0,16.0,93.0,98.0,10.0,98.0
Bombay_105.jpg,261.0,29.0,515.0,29.0,515.0,294.0,261.0,294.0
Bombay_106.jpg,32.0,31.0,105.0,31.0,105.0,117.0,32.0,117.0
Bombay_107.jpg,83.0,16.0,224.0,16.0,224.0,159.0,83.0,159.0
Bombay_108.jpg,229.0,20.0,299.0,20.0,299.0,93.0,229.0,93.0
Bombay_109.jpg,196.0,18.0,275.0,18.0,275.0,95.0,196.0,95.0
Bombay_11.jpg,28.0,4.0,245.0,4.0,245.0,210.0,28.0,210.0
Bombay_110.jpg,383.0,229.0,609.0,229.0,609.0,469.0,383.0,469.0
Bombay_111.jpg,220.0,81.0,466.0,81.0,466.0,279.0,220.0,279.0
Bombay_112.jpg,125.0,31.0,174.0,31.0,174.0,85.0,125.0,85.0
Bombay_113.jpg,19.0,9.0,175.0,9.0,175.0,168.0,19.0,168.0
Bombay_114.jpg,113.0,69.0,198.0,69.0,198.0,150.0,113.0,150.0
Bombay_115.jpg,43.0,86.0,233.0,86.0,233.0,334.0,43.0,334.0
Bombay_116.jpg,3.0,39.0,110.0,39.0,110.0,153.0,3.0,153.0
Bombay_117.jpg,75.0,27.0,156.0,27.0,156.0,111.0,75.0,111.0
Bombay_118.jpg,22.0,10.0,91.0,10.0,91.0,81.0,22.0,81.0
Bombay_119.jpg,84.0,23.0,326.0,23.0,326.0,242.0,84.0,242.0
Bombay_12.jpg,130.0,59.0,429.0,59.0,429.0,314.0,130.0,314.0
